Episode,TotalReward,Steps,drop_passsenger_pick_ghost,delivered_passenger,Rollbacks
532,0.0,1000,0,0,1000
533,0.0,1000,0,0,1000
534,-1.0,1000,0,0,999
535,0.0,1000,0,0,1000
536,0.0,1000,0,0,1000
537,0.0,1000,0,0,1000
538,0.0,1000,0,0,1000
539,0.0,1000,0,0,1000
540,-1.0,1000,0,0,999
541,-1.0,1000,0,0,999
542,0.0,1000,0,0,1000
543,0.0,1000,0,0,1000
544,-1.0,1000,0,0,999
545,0.0,1000,0,0,1000
546,0.0,1000,0,0,1000
547,0.0,1000,0,0,1000
548,-3.0,1000,0,0,997
549,0.0,1000,0,0,1000
550,0.0,1000,0,0,1000
551,-1.0,1000,0,0,999
552,0.0,1000,0,0,1000
553,0.0,1000,0,0,1000
554,0.0,1000,0,0,1000
555,0.0,1000,0,0,1000
556,-2.0,1000,0,0,998
557,0.0,1000,0,0,1000
558,0.0,1000,0,0,1000
559,0.0,1000,0,0,1000
560,19.0,581,0,1,579
561,0.0,1000,0,0,1000
562,-2.0,1000,0,0,998
563,0.0,1000,0,0,1000
564,-1.0,1000,0,0,999
565,0.0,1000,0,0,1000
566,0.0,1000,0,0,1000
567,-2.0,1000,0,0,998
568,0.0,1000,0,0,1000
569,0.0,1000,0,0,1000
570,0.0,1000,0,0,1000
571,-1.0,1000,0,0,999
572,0.0,1000,0,0,1000
573,0.0,1000,0,0,1000
574,0.0,1000,0,0,1000
575,-1.0,1000,0,0,999
576,0.0,1000,0,0,1000
577,0.0,1000,0,0,1000
578,-1.0,1000,0,0,999
579,0.0,1000,0,0,1000
580,-1.0,1000,0,0,999
581,-1.0,1000,0,0,999
582,0.0,1000,0,0,1000
583,0.0,1000,0,0,1000
584,0.0,1000,0,0,1000
585,-1.0,1000,0,0,999
586,-1.0,1000,0,0,999
587,0.0,1000,0,0,1000
588,0.0,1000,0,0,1000
589,-1.0,1000,0,0,999
590,-1.0,1000,0,0,999
591,0.0,1000,0,0,1000
592,0.0,1000,0,0,1000
593,0.0,1000,0,0,1000
594,-2.0,1000,0,0,998
595,0.0,1000,0,0,1000
596,0.0,1000,0,0,1000
597,19.0,482,0,1,480
598,0.0,1000,0,0,1000
599,-1.0,1000,0,0,999
600,0.0,1000,0,0,1000
601,0.0,1000,0,0,1000
602,0.0,1000,0,0,1000
603,0.0,1000,0,0,1000
604,-2.0,1000,0,0,998
605,-2.0,1000,0,0,998
606,-1.0,1000,0,0,999
607,0.0,1000,0,0,1000
608,0.0,1000,0,0,1000
609,-1.0,1000,0,0,999
610,0.0,1000,0,0,1000
611,-1.0,1000,0,0,999
612,0.0,1000,0,0,1000
613,0.0,1000,0,0,1000
614,0.0,1000,0,0,1000
615,0.0,1000,0,0,1000
616,-2.0,1000,0,0,998
617,0.0,1000,0,0,1000
618,0.0,1000,0,0,1000
619,0.0,1000,0,0,1000
620,0.0,1000,0,0,1000
621,-1.0,1000,0,0,999
622,0.0,1000,0,0,1000
623,-3.0,1000,0,0,997
624,0.0,1000,0,0,1000
625,0.0,1000,0,0,1000
