Episode,TotalReward,Steps,Drop,Delivered,Rollbacks
910,-306.0,404,0,1,77
911,-379.0,489,0,1,89
912,-856.0,1000,0,0,144
913,-805.0,988,0,1,162
914,-274.0,357,0,1,62
915,-845.0,1000,0,0,155
916,-823.0,1000,0,0,177
917,-186.0,262,0,1,55
918,-323.0,414,0,1,70
919,-847.0,1000,0,0,153
920,-850.0,1000,0,0,150
921,-238.0,313,0,1,54
922,-408.0,509,0,1,80
923,-587.0,702,0,1,94
924,-843.0,1000,0,0,157
925,-666.0,820,0,1,133
926,-354.0,461,0,1,86
927,-661.0,817,0,1,135
928,-847.0,1000,0,0,153
929,-429.0,547,0,1,97
930,-242.0,321,0,1,58
931,-856.0,1000,0,0,144
932,-544.0,657,0,1,92
933,-845.0,1000,0,0,155
934,-392.0,492,0,1,79
935,-842.0,1000,0,0,158
936,-339.0,439,0,1,79
937,-245.0,329,0,1,63
938,-844.0,1000,0,0,156
939,-490.0,598,0,1,87
940,-424.0,539,0,1,94
941,-322.0,435,0,1,92
942,-848.0,1000,0,0,152
943,-634.0,766,0,1,111
944,-846.0,1000,0,0,154
945,-843.0,1000,0,0,157
946,-339.0,432,0,1,72
947,-134.0,177,0,1,22
948,-752.0,929,0,1,156
949,-205.0,279,0,1,53
950,-845.0,1000,0,0,155
951,-136.0,191,0,1,34
952,-257.0,342,0,1,64
953,-853.0,1000,1,0,156
954,-287.0,373,0,1,65
955,-379.0,491,0,1,91
956,-497.0,631,0,1,113
957,-362.0,466,0,1,83
958,-851.0,1000,0,0,149
959,-635.0,791,0,1,135
960,-599.0,748,0,1,128
961,-822.0,1000,0,0,178
962,-851.0,1000,0,0,149
963,-618.0,754,0,1,115
964,-412.0,516,0,1,83
965,-853.0,1000,0,0,147
966,-616.0,770,0,1,133
967,-393.0,490,0,1,76
968,-191.0,262,0,1,50
969,-851.0,1000,0,0,149
970,-403.0,485,0,1,61
971,-395.0,507,0,1,91
972,-528.0,664,0,1,115
973,-243.0,320,0,1,56
974,-379.0,486,0,1,86
975,-227.0,306,0,1,58
976,-331.0,417,0,1,65
977,-746.0,918,0,1,151
978,-327.0,428,0,1,80
979,-677.0,830,0,1,132
980,-853.0,1000,1,0,156
981,-806.0,986,0,1,159
982,-741.0,924,0,1,162
983,-480.0,618,0,1,117
984,-844.0,1000,0,0,156
985,-745.0,907,0,1,141
986,-847.0,1000,0,0,153
987,-446.0,563,0,1,96
988,-299.0,385,0,1,65
989,-733.0,892,0,1,138
990,-843.0,1000,0,0,157
991,-233.0,313,0,1,59
992,-853.0,1000,0,0,147
993,-561.0,698,0,1,116
994,-822.0,1000,0,0,178
995,-333.0,431,0,1,77
996,-849.0,1000,0,0,151
997,-713.0,889,0,1,155
998,-195.0,270,0,1,54
999,-272.0,357,0,1,64
1000,-704.0,875,0,1,150
1001,-845.0,1000,0,0,155
1002,-717.0,884,0,1,146
1003,-378.0,482,0,1,83
1004,-814.0,1000,0,0,186
1005,-847.0,1000,0,0,153
1006,-379.0,473,0,1,73
1007,-848.0,1000,0,0,152
1008,-286.0,369,0,1,62
1009,-856.0,1000,0,0,144
1010,-858.0,1000,0,0,142
1011,-267.0,345,0,1,57
1012,-702.0,874,0,1,151
1013,-320.0,422,0,1,81
1014,-262.0,359,0,1,76
1015,-679.0,832,0,1,132
1016,-783.0,947,0,1,143
1017,-494.0,626,0,1,111
1018,-221.0,298,0,1,56
1019,-286.0,380,0,1,73
1020,-244.0,326,0,1,61
1021,-780.0,951,0,1,150
1022,-836.0,1000,0,0,164
1023,-214.0,282,0,1,47
1024,-843.0,1000,0,0,157
1025,-513.0,611,0,1,77
1026,-631.0,761,0,1,109
1027,-351.0,453,0,1,81
1028,-512.0,629,0,1,96
1029,-854.0,1000,0,0,146
1030,-382.0,495,0,1,92
1031,-773.0,953,0,1,159
1032,-854.0,1000,0,0,146
1033,-400.0,502,0,1,81
1034,-400.0,507,0,1,86
1035,-664.0,818,0,1,133
1036,-681.0,839,0,1,137
1037,-414.0,520,0,1,85
1038,-582.0,718,0,1,115
1039,-194.0,265,0,1,50
1040,-844.0,1000,0,0,156
1041,-418.0,529,0,1,90
1042,-696.0,853,0,1,136
1043,-456.0,570,0,1,93
1044,-655.0,799,0,1,123
1045,-253.0,341,0,1,67
1046,-256.0,334,0,1,57
1047,-337.0,439,0,1,81
1048,-286.0,369,0,1,62
1049,-276.0,364,0,1,67
1050,-179.0,247,0,1,47
1051,-815.0,996,0,1,160
1052,-582.0,734,0,1,131
1053,-518.0,615,0,1,76
1054,-573.0,709,0,1,115
1055,-377.0,472,0,1,74
1056,-485.0,612,0,1,106
1057,-608.0,762,0,1,133
1058,-376.0,472,0,1,75
1059,-845.0,1000,0,0,155
1060,-374.0,463,1,1,77
1061,-850.0,1000,0,0,150
1062,-876.0,1000,1,0,133
1063,-737.0,905,0,1,147
1064,-434.0,530,0,1,75
1065,-804.0,953,0,1,128
1066,-856.0,1000,0,0,144
1067,-604.0,733,1,1,117
1068,-857.0,1000,0,0,143
1069,-546.0,669,0,1,102
1070,-845.0,1000,0,0,155
1071,-433.0,551,0,1,97
1072,-818.0,992,0,1,153
1073,-838.0,1000,0,0,162
1074,-850.0,1000,0,0,150
1075,-381.0,498,0,1,96
1076,-362.0,471,0,1,88
1077,-782.0,958,0,1,155
1078,-870.0,1000,2,0,148
1079,-756.0,937,0,1,160
1080,-490.0,605,0,1,94
1081,-836.0,1000,0,0,164
1082,-746.0,919,0,1,152
1083,-346.0,435,0,1,68
1084,-791.0,970,0,1,158
1085,-752.0,929,0,1,156
1086,-464.0,562,0,1,77
1087,-313.0,394,0,1,60
1088,-365.0,468,0,1,82
1089,-140.0,202,0,1,41
1090,-496.0,619,0,1,102
1091,-854.0,1000,0,0,146
1092,-234.0,314,0,1,59
1093,-291.0,373,0,1,61
1094,-855.0,1000,1,0,154
1095,-340.0,450,0,1,89
1096,-768.0,948,0,1,159
1097,-325.0,410,0,1,64
1098,-528.0,671,0,1,122
1099,-326.0,416,0,1,69
1100,-195.0,264,0,1,48
1101,-512.0,629,0,1,96
1102,-792.0,964,0,1,151
1103,-237.0,313,0,1,55
1104,-763.0,945,0,1,161
1105,-863.0,1000,0,0,137
1106,-657.0,804,0,1,126
1107,-855.0,1000,0,0,145
1108,-580.0,727,0,1,126
1109,-852.0,1000,0,0,148
1110,-381.0,489,0,1,87
1111,-393.0,492,0,1,78
1112,-507.0,633,0,1,105
1113,-791.0,963,0,1,151
1114,-668.0,823,0,1,134
1115,-647.0,811,0,1,143
1116,-842.0,1000,0,0,158
1117,-842.0,1000,0,0,158
1118,-316.0,403,0,1,66
1119,-442.0,557,0,1,94
1120,-326.0,432,0,1,85
1121,-301.0,387,0,1,65
1122,-844.0,1000,0,0,156
1123,-414.0,506,0,1,71
1124,-538.0,622,1,1,72
1125,-711.0,862,0,1,130
1126,-628.0,756,0,1,107
1127,-372.0,475,0,1,82
1128,-400.0,511,0,1,90
1129,-415.0,515,0,1,79
1130,-461.0,565,0,1,83
1131,-347.0,461,0,1,93
1132,-839.0,1000,0,0,161
1133,-842.0,1000,0,0,158
1134,-746.0,917,0,1,150
1135,-852.0,1000,0,0,148
1136,-580.0,716,0,1,115
1137,-587.0,728,0,1,120
1138,-805.0,987,0,1,161
1139,-389.0,484,0,1,74
1140,-841.0,1000,0,0,159
1141,-153.0,220,0,1,46
1142,-226.0,300,0,1,53
1143,-376.0,477,0,1,80
1144,-304.0,393,0,1,68
1145,-472.0,591,0,1,98
1146,-788.0,964,0,1,155
1147,-719.0,884,0,1,144
1148,-144.0,207,0,1,42
1149,-683.0,818,0,1,114
1150,-327.0,416,0,1,68
1151,-837.0,1000,0,0,163
1152,-859.0,1000,1,0,150
1153,-133.0,190,0,1,36
1154,-294.0,384,0,1,69
1155,-217.0,294,0,1,56
1156,-768.0,952,0,1,163
1157,-298.0,379,0,1,60
1158,-848.0,1000,0,0,152
1159,-192.0,259,0,1,46
1160,-859.0,1000,1,0,150
1161,-170.0,240,0,1,49
1162,-486.0,601,0,1,94
1163,-194.0,261,0,1,46
1164,-732.0,899,0,1,146
1165,-745.0,929,0,1,163
1166,-828.0,1000,0,0,172
1167,-784.0,950,0,1,145
1168,-455.0,560,0,1,84
1169,-714.0,885,0,1,150
1170,-403.0,503,0,1,79
1171,-783.0,968,0,1,164
1172,-846.0,1000,0,0,154
1173,-261.0,334,0,1,52
1174,-371.0,475,0,1,83
1175,-253.0,333,0,1,59
1176,-212.0,287,0,1,54
1177,-851.0,1000,0,0,149
1178,-262.0,360,0,1,77
1179,-479.0,591,0,1,91
1180,-165.0,232,0,1,46
1181,-575.0,730,0,1,134
1182,-852.0,1000,0,0,148
1183,-765.0,948,0,1,162
1184,-396.0,514,0,1,97
1185,-629.0,777,0,1,127
1186,-800.0,975,0,1,154
1187,-302.0,386,0,1,63
1188,-200.0,271,0,1,50
1189,-414.0,524,0,1,89
1190,-851.0,1000,0,0,149
1191,-254.0,335,0,1,60
1192,-849.0,1000,0,0,151
1193,-855.0,1000,0,0,145
1194,-243.0,320,0,1,56
1195,-597.0,745,0,1,127
1196,-388.0,486,0,1,77
1197,-406.0,514,0,1,87
1198,-841.0,1000,0,0,159
1199,-862.0,1000,0,0,138
1200,-435.0,527,0,1,71
1201,-422.0,545,0,1,102
1202,-446.0,569,0,1,102
1203,-489.0,613,0,1,103
1204,-275.0,355,0,1,59
1205,-732.0,905,0,1,152
1206,-735.0,907,0,1,151
1207,-125.0,175,0,1,29
1208,-451.0,570,0,1,98
1209,-538.0,669,0,1,110
1210,-384.0,510,0,1,105
1211,-340.0,453,0,1,92
1212,-247.0,326,0,1,58
1213,-270.0,348,0,1,57
1214,-424.0,545,0,1,100
1215,-764.0,935,0,1,150
1216,-255.0,337,0,1,61
1217,-697.0,872,0,1,154
1218,-449.0,548,0,1,78
1219,-853.0,1000,0,0,147
1220,-457.0,567,0,1,89
1221,-422.0,533,0,1,90
1222,-849.0,1000,0,0,151
1223,-774.0,944,0,1,149
1224,-865.0,1000,0,0,135
1225,-872.0,1000,0,0,128
1226,-213.0,280,0,1,46
1227,-725.0,890,0,1,144
1228,-869.0,1000,0,0,131
1229,-430.0,552,0,1,101
1230,-461.0,562,0,1,80
1231,-838.0,1000,0,0,162
1232,-813.0,993,0,1,159
1233,-130.0,185,0,1,34
1234,-415.0,523,0,1,87
1235,-368.0,462,0,1,73
1236,-492.0,622,0,1,109
1237,-774.0,957,0,1,162
1238,-744.0,919,0,1,154
1239,-410.0,517,0,1,86
1240,-418.0,515,0,1,76
1241,-492.0,614,0,1,101
1242,-457.0,576,0,1,98
1243,-123.0,166,0,1,22
1244,-298.0,391,0,1,72
1245,-347.0,440,0,1,72
1246,-487.0,608,0,1,100
1247,-264.0,356,0,1,71
1248,-840.0,1000,0,0,160
1249,-535.0,659,1,1,112
1250,-435.0,545,0,1,89
1251,-689.0,849,0,1,139
1252,-760.0,923,1,1,151
1253,-453.0,573,0,1,99
1254,-382.0,491,0,1,88
1255,-446.0,562,0,1,95
1256,-528.0,658,0,1,109
1257,-748.0,926,0,1,157
1258,-494.0,621,0,1,106
1259,-140.0,187,0,1,26
1260,-836.0,1000,0,0,164
1261,-660.0,809,0,1,128
1262,-560.0,690,0,1,109
1263,-864.0,1000,0,0,136
1264,-175.0,238,0,1,42
1265,-363.0,466,0,1,82
1266,-452.0,549,0,1,76
1267,-808.0,984,0,1,155
1268,-329.0,432,0,1,82
1269,-248.0,336,0,1,67
1270,-385.0,489,0,1,83
1271,-830.0,1000,0,0,170
1272,-257.0,330,0,1,52
1273,-844.0,1000,0,0,156
1274,-427.0,542,0,1,94
1275,-294.0,386,0,1,71
1276,-338.0,433,0,1,74
1277,-352.0,448,0,1,75
1278,-395.0,506,0,1,90
1279,-384.0,502,0,1,97
1280,-119.0,171,0,1,31
1281,-368.0,473,0,1,84
1282,-207.0,288,0,1,60
1283,-276.0,357,0,1,60
1284,-740.0,913,0,1,152
1285,-648.0,808,0,1,139
1286,-733.0,906,0,1,152
1287,-862.0,1000,0,0,138
1288,-406.0,518,0,1,91
1289,-311.0,402,0,1,70
1290,-846.0,1000,0,0,154
1291,-770.0,948,1,1,166
1292,-357.0,450,0,1,72
1293,-856.0,1000,0,0,144
1294,-295.0,380,0,1,64
1295,-301.0,387,0,1,65
1296,-379.0,481,0,1,81
1297,-848.0,1000,0,0,152
1298,-325.0,412,0,1,66
1299,-626.0,782,0,1,135
1300,-442.0,565,0,1,102
1301,-531.0,648,0,1,96
1302,-711.0,875,0,1,143
1303,-346.0,459,0,1,92
1304,-787.0,962,1,1,163
1305,-427.0,528,0,1,80
1306,-376.0,471,0,1,74
1307,-853.0,1000,0,0,147
1308,-377.0,483,0,1,85
1309,-446.0,568,0,1,101
1310,-753.0,922,0,1,148
1311,-275.0,363,0,1,67
1312,-323.0,405,0,1,61
1313,-849.0,1000,0,0,151
1314,-842.0,1000,0,0,158
1315,-382.0,489,0,1,86
1316,-854.0,1000,0,0,146
1317,-696.0,865,0,1,148
1318,-835.0,1000,0,0,165
1319,-498.0,613,0,1,94
1320,-448.0,549,0,1,80
1321,-334.0,441,0,1,86
1322,-833.0,1000,0,0,167
1323,-323.0,422,0,1,78
1324,-818.0,1000,0,0,182
1325,-636.0,766,0,1,109
1326,-679.0,818,0,1,118
1327,-849.0,1000,0,0,151
1328,-233.0,309,0,1,55
1329,-241.0,322,0,1,60
1330,-637.0,787,0,1,129
1331,-852.0,1000,0,0,148
1332,-536.0,666,0,1,109
1333,-400.0,519,0,1,98
1334,-748.0,922,0,1,153
1335,-324.0,414,0,1,69
1336,-650.0,785,0,1,114
1337,-839.0,1000,0,0,161
1338,-581.0,684,0,1,82
1339,-755.0,905,0,1,129
1340,-385.0,483,0,1,77
1341,-857.0,1000,0,0,143
1342,-666.0,806,0,1,119
1343,-840.0,1000,0,0,160
1344,-267.0,360,0,1,72
1345,-417.0,521,0,1,83
1346,-838.0,1000,0,0,162
1347,-318.0,407,0,1,68
1348,-453.0,565,0,1,91
1349,-270.0,358,0,1,67
1350,-522.0,637,0,1,94
1351,-547.0,671,0,1,103
1352,-769.0,949,0,1,159
1353,-454.0,553,0,1,78
1354,-698.0,851,0,1,132
1355,-857.0,1000,0,0,143
1356,-852.0,1000,0,0,148
1357,-564.0,717,0,1,132
1358,-481.0,608,0,1,106
1359,-844.0,1000,1,0,165
1360,-668.0,831,0,1,142
1361,-731.0,905,0,1,153
1362,-815.0,977,0,1,141
1363,-507.0,625,0,1,97
1364,-840.0,1000,1,0,169
1365,-404.0,500,0,1,75
1366,-516.0,648,0,1,111
1367,-407.0,502,0,1,74
1368,-283.0,371,0,1,67
1369,-365.0,468,0,1,82
1370,-387.0,493,0,1,85
1371,-534.0,648,0,1,93
1372,-844.0,1000,0,0,156
1373,-66.0,99,0,1,12
1374,-516.0,631,0,1,94
1375,-802.0,965,0,1,142
1376,-357.0,450,0,1,72
1377,-332.0,437,0,1,84
1378,-708.0,862,0,1,133
1379,-376.0,473,0,1,76
1380,-368.0,462,0,1,73
1381,-424.0,530,0,1,85
1382,-776.0,952,0,1,155
1383,-840.0,1000,0,0,160
1384,-241.0,325,0,1,63
1385,-845.0,1000,0,0,155
1386,-358.0,462,0,1,83
1387,-843.0,1000,0,0,157
1388,-836.0,1000,0,0,164
1389,-318.0,403,0,1,64
1390,-517.0,627,0,1,89
1391,-839.0,1000,0,0,161
1392,-701.0,862,0,1,140
1393,-349.0,440,0,1,70
1394,-699.0,844,0,1,124
1395,-440.0,555,0,1,94
1396,-414.0,511,0,1,76
1397,-847.0,1000,0,0,153
1398,-309.0,411,0,1,81
1399,-849.0,1000,0,0,151
1400,-621.0,751,0,1,109
1401,-845.0,1000,0,0,155
1402,-729.0,903,0,1,153
1403,-847.0,1000,0,0,153
1404,-703.0,864,0,1,140
1405,-304.0,386,0,1,61
1406,-791.0,960,0,1,148
1407,-216.0,288,0,1,51
1408,-401.0,482,0,1,60
1409,-320.0,425,0,1,84
1410,-606.0,746,0,1,119
1411,-851.0,1000,0,0,149
1412,-154.0,201,0,1,26
1413,-551.0,671,0,1,99
1414,-214.0,289,0,1,54
1415,-300.0,382,0,1,61
1416,-297.0,382,0,1,64
1417,-840.0,1000,0,0,160
1418,-252.0,334,0,1,61
1419,-424.0,518,0,1,73
1420,-82.0,122,0,1,19
1421,-385.0,499,0,1,93
1422,-849.0,1000,0,0,151
1423,-470.0,584,0,1,93
1424,-417.0,502,1,1,73
1425,-337.0,417,0,1,59
1426,-379.0,470,0,1,70
1427,-304.0,411,0,1,86
1428,-354.0,464,0,1,89
1429,-814.0,989,0,1,154
1430,-517.0,628,0,1,90
1431,-219.0,297,0,1,57
1432,-768.0,944,0,1,155
1433,-831.0,1000,0,0,169
1434,-352.0,445,0,1,72
1435,-325.0,430,0,1,84
1436,-358.0,462,0,1,83
1437,-337.0,437,0,1,79
1438,-142.0,197,0,1,34
1439,-355.0,444,0,1,68
1440,-405.0,514,0,1,88
1441,-861.0,1000,2,0,157
1442,-228.0,307,0,1,58
1443,-261.0,344,0,1,62
1444,-862.0,1000,0,0,138
1445,-850.0,1000,0,0,150
1446,-678.0,816,0,1,117
1447,-831.0,1000,0,0,169
1448,-726.0,884,0,1,137
1449,-425.0,531,0,1,85
1450,-764.0,930,0,1,145
1451,-352.0,455,0,1,82
1452,-859.0,1000,0,0,141
1453,-677.0,826,1,1,137
1454,-682.0,843,0,1,140
1455,-867.0,1000,0,0,133
1456,-285.0,380,0,1,74
1457,-441.0,537,0,1,75
1458,-353.0,451,0,1,77
1459,-341.0,416,1,1,63
1460,-822.0,999,0,1,156
1461,-812.0,984,0,1,151
1462,-387.0,473,0,1,65
1463,-734.0,896,0,1,141
1464,-399.0,505,1,1,94
1465,-326.0,424,0,1,77
1466,-412.0,508,0,1,75
1467,-382.0,485,0,1,82
1468,-845.0,1000,0,0,155
1469,-438.0,551,0,1,92
1470,-732.0,905,0,1,152
1471,-774.0,949,0,1,154
1472,-240.0,316,0,1,55
1473,-836.0,1000,0,0,164
1474,-861.0,1000,0,0,139
1475,-847.0,1000,1,0,162
1476,-843.0,1000,0,0,157
1477,-853.0,1000,2,0,165
1478,-388.0,479,0,1,70
1479,-187.0,256,0,1,48
1480,-333.0,428,0,1,74
1481,-810.0,992,0,1,161
1482,-567.0,704,1,1,125
1483,-400.0,510,0,1,89
1484,-622.0,772,0,1,129
1485,-386.0,497,0,1,90
1486,-527.0,654,0,1,106
1487,-450.0,560,0,1,89
1488,-470.0,584,0,1,93
1489,-683.0,834,0,1,130
1490,-397.0,493,0,1,75
1491,-477.0,562,1,1,73
1492,-325.0,421,0,1,75
1493,-860.0,1000,0,0,140
1494,-279.0,368,0,1,68
1495,-217.0,286,0,1,48
1496,-478.0,589,0,1,90
1497,-762.0,934,0,1,151
1498,-863.0,1000,1,0,146
1499,-852.0,1000,0,0,148
1500,-307.0,413,0,1,85
1501,-370.0,483,0,1,92
1502,-225.0,298,0,1,52
1503,-841.0,1000,0,0,159
1504,-566.0,704,0,1,117
1505,-530.0,663,0,1,112
1506,-624.0,790,0,1,145
1507,-860.0,1000,1,0,149
1508,-190.0,255,0,1,44
1509,-177.0,244,0,1,46
1510,-834.0,1000,0,0,166
1511,-434.0,548,0,1,93
1512,-614.0,757,0,1,122
1513,-458.0,572,0,1,93
1514,-357.0,454,0,1,76
1515,-673.0,832,0,1,138
1516,-268.0,341,1,1,61
1517,-351.0,446,0,1,74
1518,-347.0,435,0,1,67
1519,-744.0,929,0,1,164
1520,-229.0,309,0,1,59
1521,-325.0,423,0,1,77
1522,-594.0,733,0,1,118
1523,-338.0,445,0,1,86
1524,-851.0,1000,0,0,149
1525,-185.0,249,0,1,43
1526,-257.0,338,0,1,60
1527,-8.0,31,0,1,2
1528,-426.0,523,0,1,76
1529,-480.0,596,0,1,95
1530,-854.0,1000,0,0,146
1531,-841.0,1000,0,0,159
1532,-853.0,1000,0,0,147
1533,-555.0,673,0,1,97
1534,-439.0,563,0,1,103
1535,-665.0,832,0,1,146
1536,-810.0,983,0,1,152
1537,-851.0,1000,0,0,149
1538,-861.0,1000,0,0,139
1539,-503.0,628,0,1,104
1540,-386.0,499,0,1,92
1541,-364.0,469,0,1,84
1542,-520.0,647,0,1,106
1543,-854.0,1000,0,0,146
1544,-666.0,827,0,1,140
1545,-363.0,472,0,1,88
1546,-491.0,592,1,1,89
1547,-844.0,1000,0,0,156
1548,-150.0,217,0,1,46
1549,-469.0,576,0,1,86
1550,-564.0,719,0,1,134
1551,-405.0,508,0,1,82
1552,-706.0,813,2,1,104
1553,-457.0,573,0,1,95
1554,-848.0,1000,0,0,152
1555,-804.0,974,0,1,149
1556,-318.0,422,0,1,83
1557,-817.0,993,0,1,155
1558,-844.0,1000,0,0,156
1559,-674.0,844,0,1,149
1560,-703.0,858,0,1,134
1561,-431.0,541,0,1,89
1562,-409.0,525,0,1,95
1563,-404.0,519,0,1,94
1564,-346.0,443,0,1,76
1565,-266.0,358,0,1,71
1566,-842.0,1000,0,0,158
1567,-562.0,689,0,1,106
1568,-381.0,472,0,1,70
1569,-294.0,375,0,1,60
1570,-354.0,447,0,1,72
1571,-311.0,392,0,1,60
1572,-831.0,1000,0,0,169
1573,-850.0,1000,0,0,150
1574,-371.0,466,0,1,74
1575,-166.0,230,0,1,43
1576,-688.0,849,0,1,140
1577,-410.0,525,0,1,94
1578,-760.0,947,0,1,166
1579,-328.0,418,0,1,69
1580,-440.0,553,0,1,92
1581,-785.0,957,0,1,151
1582,-457.0,561,1,1,92
1583,-851.0,1000,0,0,149
1584,-327.0,419,0,1,71
1585,-850.0,1000,0,0,150
1586,-281.0,365,0,1,63
1587,-594.0,727,0,1,112
1588,-395.0,497,0,1,81
1589,-404.0,504,0,1,79
1590,-847.0,1000,0,0,153
1591,-427.0,536,0,1,88
1592,-836.0,1000,0,0,164
1593,-474.0,598,0,1,103
1594,-681.0,839,0,1,137
1595,-454.0,562,0,1,87
1596,-346.0,447,0,1,80
1597,-400.0,500,0,1,79
1598,-805.0,980,0,1,154
1599,-862.0,1000,1,0,147
1600,-556.0,701,0,1,124
1601,-858.0,1000,1,0,151
1602,-451.0,550,0,1,78
1603,-317.0,412,0,1,74
1604,-430.0,532,0,1,81
1605,-433.0,538,0,1,84
1606,-462.0,570,0,1,87
1607,-313.0,398,0,1,64
1608,-615.0,759,0,1,123
1609,-336.0,441,0,1,84
1610,-629.0,756,1,1,115
1611,-841.0,1000,0,0,159
1612,-290.0,386,0,1,75
1613,-137.0,189,0,1,31
1614,-218.0,296,0,1,57
1615,-846.0,1000,0,0,154
1616,-852.0,1000,0,0,148
1617,-854.0,1000,0,0,146
1618,-848.0,1000,0,0,152
1619,-277.0,369,0,1,71
1620,-852.0,1000,0,0,148
1621,-675.0,834,0,1,138
1622,-843.0,1000,0,0,157
1623,-857.0,1000,0,0,143
1624,-816.0,1000,0,0,184
1625,-424.0,535,0,1,90
1626,-386.0,495,0,1,88
1627,-759.0,929,0,1,149
1628,-402.0,519,0,1,96
1629,-144.0,189,0,1,24
1630,-31.0,61,0,1,9
1631,-352.0,459,0,1,86
1632,-379.0,477,0,1,77
1633,-480.0,599,0,1,98
1634,-713.0,889,0,1,155
1635,-367.0,469,0,1,81
1636,-846.0,1000,0,0,154
1637,-347.0,447,0,1,79
1638,-726.0,887,0,1,140
1639,-837.0,1000,0,0,163
1640,-400.0,503,0,1,82
1641,-849.0,1000,0,0,151
1642,-844.0,1000,0,0,156
1643,-318.0,399,0,1,60
1644,-855.0,1000,0,0,145
1645,-299.0,375,1,1,64
1646,-349.0,459,0,1,89
1647,-364.0,462,0,1,77
1648,-858.0,1000,0,0,142
1649,-345.0,430,0,1,64
1650,-849.0,1000,0,0,151
1651,-347.0,433,0,1,65
1652,-531.0,666,0,1,114
1653,-841.0,1000,0,0,159
1654,-376.0,489,0,1,92
1655,-357.0,458,0,1,80
1656,-850.0,1000,0,0,150
1657,-753.0,935,0,1,161
1658,-855.0,1000,0,0,145
1659,-854.0,1000,0,0,146
1660,-244.0,333,0,1,68
1661,-384.0,472,0,1,67
1662,-505.0,629,0,1,103
1663,-577.0,707,0,1,109
1664,-449.0,555,0,1,85
1665,-522.0,644,0,1,101
1666,-158.0,205,0,1,26
1667,-427.0,531,0,1,83
1668,-431.0,542,0,1,90
1669,-605.0,757,0,1,131
1670,-356.0,459,0,1,82
1671,-859.0,1000,0,0,141
1672,-179.0,243,0,1,43
1673,-799.0,971,0,1,151
1674,-295.0,382,0,1,66
1675,-672.0,827,0,1,134
1676,-396.0,503,0,1,86
1677,-859.0,1000,0,0,141
1678,-847.0,1000,0,0,153
1679,-846.0,1000,0,0,154
1680,-712.0,884,0,1,151
1681,-181.0,250,0,1,48
1682,-412.0,521,0,1,88
1683,-344.0,447,0,1,82
1684,-265.0,344,0,1,58
1685,-301.0,389,0,1,67
1686,-374.0,473,0,1,78
1687,-701.0,870,0,1,148
1688,-856.0,1000,0,0,144
1689,-486.0,588,0,1,81
1690,-380.0,471,0,1,70
1691,-638.0,779,0,1,120
1692,-850.0,1000,0,0,150
1693,-844.0,1000,0,0,156
1694,-481.0,600,0,1,98
1695,-221.0,289,0,1,47
1696,-450.0,570,0,1,99
1697,-449.0,558,0,1,88
1698,-271.0,355,0,1,63
1699,-451.0,560,0,1,88
1700,-841.0,1000,0,0,159
1701,-421.0,543,0,1,101
1702,-438.0,538,0,1,79
1703,-778.0,931,0,1,132
1704,-516.0,641,0,1,104
1705,-848.0,1000,0,0,152
1706,-499.0,627,0,1,107
1707,-831.0,1000,0,0,169
1708,-327.0,414,0,1,66
1709,-453.0,561,0,1,87
1710,-441.0,544,0,1,82
1711,-368.0,475,0,1,86
1712,-278.0,372,0,1,73
1713,-345.0,455,0,1,89
1714,-830.0,1000,0,0,170
1715,-791.0,972,0,1,160
1716,-291.0,374,0,1,62
1717,-271.0,356,0,1,64
1718,-346.0,423,0,1,56
1719,-166.0,222,0,1,35
1720,-375.0,465,0,1,69
1721,-459.0,569,0,1,89
1722,-382.0,482,0,1,79
1723,-619.0,768,1,1,137
1724,-842.0,1000,0,0,158
1725,-298.0,388,0,1,69
1726,-398.0,516,0,1,97
1727,-231.0,313,0,1,61
1728,-322.0,413,0,1,70
1729,-667.0,826,0,1,138
1730,-224.0,290,0,1,45
1731,-416.0,527,0,1,90
1732,-627.0,732,1,1,93
1733,-848.0,1000,0,0,152
1734,-629.0,779,0,1,129
1735,-429.0,545,0,1,95
1736,-433.0,552,0,1,98
1737,-872.0,1000,2,0,146
1738,-839.0,1000,0,0,161
1739,-849.0,1000,0,0,151
1740,-292.0,396,0,1,83
1741,-388.0,504,0,1,95
1742,-840.0,1000,0,0,160
1743,-864.0,1000,0,0,136
1744,-692.0,863,0,1,150
1745,-841.0,1000,0,0,159
1746,-453.0,575,0,1,101
1747,-321.0,417,0,1,75
1748,-782.0,965,0,1,162
1749,-847.0,1000,0,0,153
1750,-834.0,1000,0,0,166
1751,-453.0,580,0,1,106
1752,-391.0,496,0,1,84
1753,-595.0,724,0,1,108
1754,-826.0,1000,0,0,174
1755,-849.0,1000,1,0,160
1756,-340.0,437,0,1,76
1757,-412.0,521,0,1,88
1758,-301.0,384,0,1,62
1759,-851.0,1000,0,0,149
1760,-257.0,338,0,1,60
1761,-320.0,428,0,1,87
1762,-616.0,787,0,1,150
1763,-788.0,969,0,1,160
1764,-375.0,478,0,1,82
1765,-263.0,353,0,1,69
1766,-787.0,962,0,1,154
1767,-540.0,669,0,1,108
1768,-413.0,521,0,1,87
1769,-471.0,582,0,1,90
1770,-213.0,283,0,1,49
1771,-740.0,913,0,1,152
1772,-859.0,1000,1,0,150
1773,-395.0,507,0,1,91
1774,-272.0,361,0,1,68
1775,-744.0,931,0,1,166
